review,rating,compound,label
i got defective piece flipkart services supportive enough replace product good piecesnow nice sound quality bluetooth connectivity good i bought 999 amazing get budgetread more,4,0.8934,Positive
bass really good sound cancellation works perfectly not peak perfect according price the battery backup awesome i really liked headphonesread more,4,0.9116,Positive
good product affordable price v v good specially sound good cool superb structurethe bass good battery 67 hours battery life simply rating 45read more,5,0.9517,Positive
2 weeks use i would say battery backup pretty good lasts uptown 6 hrs bass extremely good coming bluetooth i not able pause songs connected lap using button headset other i would rate headphones 85 10read more,5,0.8516,Positive
this headphone good bluetooth plug oax sound cant create properly oax shokit also not pluged properly n rest things goodread more,5,0.27,Positive
wonderful headphone great bass clear sound awesome sound headphones great quality must buyread more,4,0.9618,Positive
design good they really work design overall good quality headphone the price also quite good compared headphones liked product except designread more,4,0.8955,Positive
going divide review two parts pros conspros1 sound bass amazing wont disappointed promise 2 battery backup also point promised company run 78 hours no problem kudos boat3 lightweight design4 looks really cool wear public travelling cons1 get uncomfortable time though 2 person wearing spectacles region behind ears get hurt iniread more,4,0.4662,Positive
headphone amazing good build quality design one thing i noticed soon i started using sound compared jbl headphone poor good sound jbl headphone much better onejbl headphone clear amazing sound quality way better oneread more,4,0.9565,Positive
boat rockerz 400 one best headphones u would get price pictures might look like product cheap material made high quality material extreamely light portable ofcourse sound quality bass simply best overall great productread more,5,0.9432,Positive
spectacular amazing sound battery back wull never ditch watching movies shows signal phone hour draining superb headphone got 999 luv recommend readers one go giv tryread more,5,0.886,Positive
headset amazing sound quality awesome compatible handy i recommend friends customers lover music like i love thank much flipcartread more,5,0.9788,Positive
good product boat little bit tight wearing later u get use bass awesome battery backup best best bluetooth headphones price i got rs 999 i liked muchread more,5,0.9595,Positive
nice product talk sound bass design everything good mic not good person call not able get voice clearly put mobile close mouth talking one but sound bass goodread more,4,0.4583,Positive
1 the price headphones fluctuating based search demand the headphones available 2 different prices 2 different sellers2 the headphones light doesnt feel heavy head n ears3 the sound bass quality good4 connects bluetooth iphone instantly the microphone works pretty well5 the quality power onoff volume updown could improved doesnt come good quality6 i listening music headphones tryread more,4,0.5258,Positive
great product sound quality good exatra bass awsome bit tight worth money dont forgot like subscribe press bell icon get notification latest video lolread more,5,0.7776,Positive
awesome product boat bass also good look wise goodread more,5,0.8779,Positive
amazing sound super bass beautiful product low pricenoise free soundread more,5,0.93,Positive
excellent base excellent sound qualitybut build quality improved overall searching wireless headphone good base perfect product go itread more,5,0.9524,Positive
superb bass nice battery backup bargain buy price nice thisread more,5,0.8885,Positive
connect headphones bluetooth going create problem bass otherwise look pretty nice aux connectivity better i must say i got nice product rupees 999 size headphones precisely small adult perfect teenagers battery backup pretty nice create problem bluetooth connectivity sometimesread more,3,0.9595,Positive
awesome sound quality superb bass awesome build quality goodbattery backup superb read more,5,0.9545,Positive
good sound reasonable battery backup issue feeling pain ear due ear headphoneif ear excellent productgood connecting speed range 8 10 feet thats small draw backotherwise excellent reasonable priceread more,4,0.8176,Positive
i big lover boat rockerz i love nice quality worth money buy itread more,5,0.9136,Positive
best product best price product suitable prefer costly product low costread more,5,0.7845,Positive
outstanding productdashing bassyour ears really vibrates bassits worth buying 999 good bass fitting good mesome say sweat tightbut i felt good fittinggood colorread more,5,0.9308,Positive
those said tight i would say rather may dont know adjustable highly compatible age size i simply fell love new boat rokerz 400 i wish i enough time post pictures i totally running timeread more,4,0.7845,Positive
best headphone range even better jbl sony extraa base also thanks gf giving nice giftread more,5,0.9349,Positive
amazing sound build quality bass expectation too attractive thanks 35mm jack aux adjustable perfect fit member small family slightly heavycan ignored overall value for moneylooks like dedicated product boatread more,5,0.9669,Positive
the sound quality headphone quite impressive design not good not comfortable head ears using one two hours may give headache i bought product 999 amount cant find better product itoverall product good im happy itread more,5,0.8244,Positive
too cool bro a must buy product boat rockerz 400 rocked too cool bass great sound it worths buy better jblread more,5,0.891,Positive
good product price range bass could little bit higher apart product really good recommend people want good sound quality price range bluetooth headsetread more,5,0.9016,Positive
good looks sound quality not comfortable 10 mins everything else fineread more,4,0.0511,Positive
first dad wont trust online shopping first time trusted flipkart thank ur deliveryand regarding headphones really rocks especially bass lovers excellent quality worthy product everyone loves quality soundread more,5,0.9527,Positive
got headphone 999 sell value money product one thing better aux facility use headphone without bettery wired headphone good product bass good set equilizer mobile sound quality depand mobile alsoyou take chance want go bluetooth headphones 1000 rupeesbass 55battery 55 one weekcalling 35performance 55due sound system battery backup baread more,5,0.9081,Positive
reviewing 5 days usei used earlier friend this worth buying 999 excellent sound excellent bass excellent build qualityread more,5,0.9471,Positive
i love nice product also delivery boy also good person lovely product read more,5,0.9287,Positive
best headphones life good sound quality good bass rareread more,5,0.875,Positive
just received boat rockerz 400an excellent product price quality sound bass excellent the build product also super good given quite flexible adjust size head plus foldable a must order priceread more,5,0.9468,Positive
prossound quality awesome super bass nicely designed good battery backupconsvery tight ears mic not responsiveread more,5,0.93,Positive
got 999 worth itgood battery life good sound bass i bought third product boati really love boatread more,5,0.8516,Positive
great bluetooth good aux cable so light weight wore hour ear starts little itching hurting but gets better time totally worth bought 1000read more,5,0.8566,Positive
overall sound quality good bass awesome quiet worth money boat could make flexible material cause 10 mins bit pain ears ears start sweatread more,4,0.7579,Positive
sound quality awesome strong light weight built quality also good looks nice soberi found bass little lesser thinking although nice bluetooth range bought 999 using boat 510 also one much easy usable thatread more,5,0.9571,Positive
bass exceptionally good balance basstremble vocals not upto marki mean youll love not pleasent hear hourunlike sennheiser onesbut consider pricein case 999 best bluetooth headset option haveread more,4,0.9117,Positive
awesome product price bought january may still condition eith no faults u r bgm lover go one u r gamer wont support thnx flipkartread more,5,0.848,Positive
almost everything good highly like jbl still nice extream product cheapest price long life battery performance superb bass low light weightread more,5,0.8811,Positive
talking looks pretty cool yet general the bass best price only one issue use calling someone voice usually not clear even person side rarely hears voiceread more,4,0.8184,Positive
desgin ive given 3 feel hardness ears otherwise sound quality awesome i really feel vibration super extra bass sound cool if looking comfort go one but looking sound bass best product worth price thanks flipkartread more,4,0.9614,Positive
nice product perfect durability impressive nice work boatread more,5,0.9118,Positive
super awesome product super awesome delivery flipkart within 12 hours i ordered 12 am got 12 pm dayread more,5,0.9517,Positive
yeah good piece i like itit good soundand nice bass alsobattery life also longniceread more,5,0.9062,Positive
comfycompact stylish cool clear n beautiful bass balanced treble best headphone price segment dont want say much things give try read more,5,0.9149,Positive
nice sound quality awesome bass bt mic not seemed satisfactory bt moreover grt product read more,5,0.6994,Positive
battery life good shouldve worked build quality bit good bluetooth headphone recommend guys a money worth productread more,4,0.8481,Positive
really good product best thing headphones bass qulealityoverall product best prise rangeread more,5,0.9162,Positive
this headphone pretty look amazing bass quality good battery life everything worth pricesimply awesome productread more,5,0.9423,Positive
this headphone good listen music not good calls call quality poor call receiver cant able get voice clearly making calls headphoneread more,4,0.0243,Positive
good product amazing sounds good quality fast bluetooth connect phone read more,5,0.8625,Positive
awesome headphones worth bass superb treble goodi got rs1199i recommend headphoneread more,5,0.9118,Positive
superb product happy good bass good sound baterry backup okread more,4,0.9274,Positive
great sound worth money good build quality buttons soft handy good productread more,5,0.8957,Positive
just great headphones price i would say go becoz great bass sound quality also good but buttons wont work plugged conread more,5,0.7227,Positive
i tried intex joggers level 2 others however quality satisfaction i got model i cant explain simply superb superb clarity sound rich bass value money get start loving first dayread more,5,0.946,Positive
after 1 year review this headphone bass sound is good battery life too good boat improve headphone lock system 1 year head phone lock broken tottly good improve lock systemread more,5,0.886,Positive
the product good worth money bass excellent efficient light weight sleek design good range connectivity but lil dissaponitment tat ear cushions not tat softread more,5,0.765,Positive
a descent produ8for price i must add aux cable really thoughtful innovative works fine wellread more,4,0.7828,Positive
product really good like every thing built quality and soundeverything good i think need bass laptop users wants take take blindly cause lot different high bass quality i love productread more,5,0.9197,Positive
nice product nice sound nice audio nice delivery flipkart thank youread more,5,0.9136,Positive
amazing sound quality bass amazing like crystal clear soundread more,5,0.9136,Positive
sound quality good supercost not comfertable thinks good love always happy flipkart thnx flipkart love quality read more,5,0.9273,Positive
everything perfect except design the way built provides good noise cancellation way tight use hour ear starts feeling ache its thing needs improved otherwise ive using since 5 months i dont complaint yet overall i really happy productread more,5,0.9257,Positive
this one best price 1400 call quality also good bluetooth connection also nice i liked muchread more,5,0.9136,Positive
over product goodi loved bassbut blue one not comfortable better choice select black red oneread more,5,-0.0536,Negative
i got 999rs awesome range its worth every penny good bass high volume song audible outside headphones its itchy sweaty summer the outer material covers ear not good the build quality good adjust accordingly pushing buds downread more,5,0.8071,Positive
okk using almost 5 months review headphones superb sound quality bass osm minimal design little tight sometime adjusts week sominimal controler keys soft cushionsnice battery backupdecent charging speed didnt find mic good overall beast proce rangeread more,4,0.4007,Positive
even though little tight head provide super bass clarity good backup fabulous productread more,5,0.9169,Positive
i writing review 1 week usagethe product good first time users sounds good built quality okay if thinking play pubg wont able play the bluetooth lags playing you play game using aux cable i bought 1500the headphones tight need adjusted every 20 30 mins at last good normal usageread more,4,0.8925,Positive
nice headphones budget the sound quality bass superb design also impressive but thing noted headphones really fit ears when hear songs half hour feel pain ear because pain mood goes this thing fixed after headphones good read more,4,0.5006,Positive
good headphones rangemust buy productuse phone good audio output get best resultsjust loved itread more,5,0.9313,Positive
the product comes wireless headset usb cable charging also standard two end male pins case want go wiredinstruction notebook clear point the product good i using couple days worked well the bass best literally feel bluetooth pairing seamless android windows may encounter problem using windows 81 the range mobile headset good rangeread more,4,0.9062,Positive
whooo good one sleeky design head connect via bluetooth aux cable calls connected connect via aux cable low voice improved overall good one battery lasts 5 hours charge 2 hoursread more,5,0.7783,Positive
nice products at nice pricesfast delivery by flipkart awesome sound quality awesome bassa must buy productif u like my review then hit a likeread more,5,0.946,Positive
sound quality good bass quality good play via bluetooth but sound deep bass quality excellent play via 35mm audio jackread more,4,0.9144,Positive
the product wonderful the red black colour gives classy look the soundclarity bass worth 5 star rating it comfortable built controls nice mic okay okay worth 35 starsread more,4,0.9538,Positive
okay sound quality good ever cannot keep headphones hour ears start paining calls not clear person phone cannot hear drag headset speak looking headset listen songs b good hour would better suggest take something elseread more,2,0.7493,Positive
good product budgetbluetooth connectivity well sound quality toobattery backup extremeif thinking buy budget headphones better sound built quality good battery backup boat roakers 400 best option youworth moneyread more,5,0.9325,Positive
best bluetoorh headphone rs1500 sound quality good battery around 7 8 song sharp value money productread more,5,0.8591,Positive
worth 1400 rs nicely build n bass good n sound quality nicebut little tight earsread more,4,0.7717,Positive
amazing productexcellent battery life super cool looksthe biggest advantage presence headphone jack even device battery still use wired mode no headphones support feature price rangemic average not best i used works fineread more,5,0.6339,Positive
good product nice sound nice looking good sound everything controlbut time talking not work properlyoverall good product price rangeread more,5,0.8399,Positive
awesome product handy good gym purpose guys prefer cheap one i got one price rs 1199read more,5,0.7906,Positive
good build quality easy use it got deep bass sound quality good battery backup good initially at price win win buyers after minutes usage ears start hurting bit tighter earsread more,4,0.9477,Positive
best product nice base powerful battery backup like itread more,5,0.9062,Positive
good quality rate 1200 i chooses top brands i wouldve spent 3000 4000 thanks flipkart boat brand making reasonable price go enjoy cool musicread more,5,0.9022,Positive
best bluetooth headset beautiful design good powerful bass well budgets confertable earread more,5,0.9423,Positive
works best good sound engine dont expect much low configuration mobiles but worth costread more,4,0.7436,Positive
very tight head ear bcoz cushion made pure leather fit longer usage starting tine tightsound good nd bass also better used boat basshead 235 v2 earphones buying product boat good nd also hear boat nirvana uno earphoneread more,5,0.8807,Positive
headphone ear cup pads not much comfortable it made fine quality ears starts sweat pain used longer period time other issue microphone doesnt work connected bluetooth need disconnect first plug wire use itmic like receiving calls really disturbing best alternative moto pulse i used things quality moto comfortableread more,3,-0.2063,Negative
nice headphone price segment worth every penny cant get something better price segment i bought rs 999read more,5,0.3169,Positive
amazing sound especially bass really good u feel vibrations playing hd sound its superb microphone also works fine seems u r talking big hall personbattery back up awesome fit 7 8 hours full charge really good price segmentread more,5,0.9743,Positive
its nice support phone bluetooth also excellent i satisfied boatread more,5,0.9001,Positive
awesome product i using proit gives 810 hours battery backup guys want buy product go ahead buy ill recommend everyone best marketread more,4,0.8519,Positive
product good price fluctuation demoralize i purchase product amount today sound quality good i make call mic sensitive work closed room vehicle not outside product awesome bindassread more,4,0.3624,Positive
flipkart amazing job i getting product 2700 outlet stores model i got 1400 awesome discount flipkart obviousy sound quality headphone amazing bass quality also awesome lastly flipkart delivery outstanding service the thing i not like product tight earsread more,5,0.9622,Positive
better sound quality battery backup quality good feeling good listen bass type song amazing experience love itread more,5,0.9531,Positive
superb product i love boat brand company products thanks flipkart giving best quality product read more,5,0.9571,Positive
good working sound quality also good i like headphones thank u much filpkart read more,5,0.8689,Positive
very nice wonderful product super powerful bassread more,5,0.9296,Positive
boat rockerz 400 this awesome headphone price bought 1499 1 headphone 1 audio cable 1 usb cable charge good sound quality good bass good design love not ear problem im facingread more,5,0.964,Positive
best purchase buy product battery life time sound quality good not best try black 10 days use blue getting dirtyif big ears little bit uncomfortableits bass nice not completely collapseabelhit likeread more,4,0.7602,Positive
good performance sound quality really amazing design comfort level headphone not mark read more,4,0.8676,Positive
i using boat rockerz 400 past one year good the audible excellent watching movings moreover traveling excellentread more,5,0.765,Positive
super sound excellent clarity terms bass treblein price range nothing better thisread more,5,0.8357,Positive
awesome bass awesome clear sound awesome backup awesome design awesome prouctread more,5,0.9753,Positive
sometimes takes much time connect even build quality not good cant get enough though good product matter bass game soundsread more,4,0.1516,Positive
good product improve plastic body sound quality also super bestread more,5,0.8658,Positive
got headset yesterday the sound bass quality quite good design not my ears started paining half hour the ear coverage area small round unlike headsets oval ear shapedbluetooth range decentbattery backup also goodi rate product good due ear coverage designread more,4,0.5256,Positive
sound good aux mode okay bluetooth mode good bass treble overall good better memory card optionread more,4,0.91,Positive
great headphones rich bass excellent sound quality fabulous purchase design awesome thank flipkart read more,5,0.9698,Positive
super quality best headphone recommended music lover dj lover clear voice pure bass even u feel bass low volumeperfect fitting ears battery backup superb 4hrs use still 70 remainingread more,5,0.9723,Positive
using product since 4 month say excellent product amazing music feeling top quality value money buy music loversand enjoy super sound qualityread more,5,0.9601,Positive
it good music bass also good battery backup good vpoor callread more,4,0.8271,Positive
bass good product quality also good if need good handphone budget product goodread more,4,0.8271,Positive
best headphones price range wow bass super good noise cancellation perfectloved every wayread more,5,0.9413,Positive
excellent and worth product good performance nice likedread more,4,0.8834,Positive
its good product nice deliveredgood music its cant work perfectly callsuppose u calling friend talkingthen hear cant hear youyes u cant return productu replace productand product problem i tired productread more,4,-0.0176,Negative
sound quality bass really good price bit high got rs1400 rs10001200 would best product range hurts ears little listening 45 days get used watched 2 movies back back ears fine got used battery back really awesome use like 78 hours full chargeread more,4,0.9224,Positive
good product nice package idont recommend pubg players coz connected bt sound comes firing 045 sec delay wired amazing hearing songs cool high bassread more,4,0.8625,Positive
i not expected best headset everim happy itlove u boatbut calling quality poorotherwise best headset market compete sonyread more,5,0.6738,Positive
im thankful product following reasons 1 this two way headset im not worried discharging headset plug aux cable voila im listening music again2 battery backup also good fully charged play almost 2 hours maybe pubg bluetooth mode3 item make also good quality material4 loved powering greeting powering pitching5 im using asus headphone jack bottom read more,5,0.955,Positive
packaging good as usual ontime delivery flipkart regarding product best market price the con ears start pain hour the cushion earpods good the build quality topnotch price point it comes 35mm audio jack well in case run battery always rely conventional wire setup continue journey listening music over great product 14kread more,4,0.9169,Positive
pros superb bass clear soothing sound best preferred rangecons couldnt find in rangeread more,5,0.9217,Positive
nice sound great quality bass also great prize also lowi like itlight weight awesome designread more,5,0.9678,Positive
first i happy deliveryand product good valueand battery backup awesome thank flipkart fastest deliveryread more,5,0.9217,Positive
best product best packagingthe sound quality boat rockerz 400 awesome base gud i satisfied productthnx flipkartread more,5,0.946,Positive
pros1 clear sound quality2 good build quality3 mic works well apps video callscons1 mic not work well voice callsoverallgood playing games voice action like pubg listening musics video calling not good voice callingread more,4,0.7704,Positive
worth every rupees good clear sound quality bass trustworthy productread more,5,0.875,Positive
buy product after using flipkart smartbuy wireless bluetooth headphone but shocked when compared bass i think if u bass lover buy flipkart headphones but overall good build quality great battery backup good 7 8 haux cable boxread more,4,0.9559,Positive
belive range best bluethoot headphonebass awasome realy like thissound goodbataty good good thanks flipcartread more,5,0.9371,Positive
the headphones good sound quality aux cable thats merit ends while listening music bluetooth relatively okay sound quality listen podcastsebooks interviews volume low medium sound distortion high sound quality deplorable i brought headphones listen ebooks im disappointed dont let good reviews fool invest little money buy better quality headphones if budget tighread more,3,-0.0695,Negative
the product awesome price range sound quality good bass not well the overall productbis good it well packedread more,4,0.8803,Positive
bought headphones flipkart sale january rs 999 being student first priority buy headphones wireless sounds decent boat headphones provided features affordable price after 1 month usage i sharing unbiased review product form pros conspros1 great wireless headphones affordable price range2 decent sound similarly decent bass not high not flat either3 i saw reviewsread more,4,0.7783,Positive
amazing product comfortable carrynice cancellation feature amazing bluetooth works seamlesslyread more,5,0.8979,Positive
i using quite time i happy i found pros cons tooplease note review purely based experiencepros sound delivery much lag freeb external ear speaker makes u feel comfortable listing mucis longtimec toggling tracks works perfectly fine tried google play musicand youtube distance cusion external ear gives comfortable accommodate sound sread more,4,0.9482,Positive
super cool product awesome sound quality build quality nicei liked band little bit weakanyways nice product bought 999only thanks flipkartread more,5,0.9554,Positive
best headset segment usb audio cable quality good excellent music quality worth buyread more,5,0.9136,Positive
superb excellent boat rockerz bass good sound coolread more,5,0.8934,Positive
got genuine product inclusions mentioned box i ordered initially 1700 verg next day available 1400 need act smartly keep check price variancesread more,5,0.3612,Positive
the amazing part headphone battery backup comfortably sets head sound quality amazing sound quality give 5 starsanother best thing aux cable box wellif battery discharged u plug believe quality samevery good product rangeboat rokerz 400 rocks read more,5,0.9552,Positive
excellent product fast delivery two days sound quality much better bass extraordinary i love this head phoneread more,5,0.8957,Positive
hi guys i writing views using headphone 10daysnow i feel full relax good quality headphone best bass best head grip really amazingread more,3,0.9349,Positive
sound quality bass well design not perfect fit little bit air sound great round design if ellipse shaped headphone design also perfect i cant tell design worsted design ok leather finishing also better headset wonderfulread more,5,0.8718,Positive
amazing product sound quality superb ultimate bass great built quality drawback headset not adjustable one people big heads may tight overall great one read more,5,0.9524,Positive
actually i using last 1 month amazing1noise cancellation good i sitting near bus engine awesome2bass powerful very nice hear 3battery backup nice iam using 2 days continuesly one time charging 2hrs4some people telling fitness problem i didnt feel pain ears pretty soft too5 very light easy carry fold compact iread more,5,0.9588,Positive
great purchase people looking budget headset great sound great bass specially after putting feel like sitting mercedes benz purchased good deal thanks flipkartread more,5,0.9666,Positive
sound quality good bass enough price range built quality design not comfortable earbut according price okread more,3,0.0511,Positive
product good bluetooth not powerful sound quality good bass quality good overall price range product superbread more,5,0.7482,Positive
i using head phones last 5 monthsthe battery back awesome incredible may last upto 6 hrs continuous usage also need not worry plug aux jack continue entertainment build quality good i read many comments usage 2 hrs hurt ears feel like removing thats not case you need adjust using days get use i strongly recommend read more,5,0.9313,Positive
bought 999considering price range good headphone get connection problm even 34 meters away phone otherwise good device base good battery backup goodread more,4,0.8271,Positive
4 months experience still sounds like new still using great backup great sound read more,5,0.8934,Positive
great headphones great sound quality tremendous base really feel bass earsthe upper band quality not good otherwise damn awesomethis best wireless headphones price range 10002000pros1 great bass i dont think headphone within price could beat headphone2 clear sound3 fast connectivity bluetooth easy too4 availability playing songs jack well bluetooth5 good backup battread more,5,0.9811,Positive
nice genuine product high quality clear sound basshighly recommended music loversits bass awesome like home theatreread more,5,0.9153,Positive
flipkart delivery worst small cities like bhopal indore customer supports worsted not helpful worst experience one thing ok ok headsetread more,3,0.6442,Positive
range not good sufficient daily usesound good bass not not good overall 4 5read more,5,0.3683,Positive
boatu r great sound i much happy headphonereally good onethanks flipkart early arrivalread more,5,0.8934,Positive
amazing headphonebetter sound quality good basssimply awesomeif u want brand go sony jblbut u want quality must go itfitting little issue want quality u ignore issueno company provide u much quality price range a trust worthy product i want thank team flipkartthey delivered one dayread more,5,0.9303,Positive
bluetooth not much good according price ie 1000 cant expect itbuilt quality design superb bass best even compared higher range segments battery life 89 hrs continuous useit best bluetooth headphone priceread more,4,0.9021,Positive
super headphones good bulid quality sound super bass it wil best product cheap priceread more,5,0.9423,Positive
recently purchased 22 jan 2019 product 999 flipkart amazing surround sound quality n bass treble sharpness balance excellentfor listening music headphone ultimate mic not good average workgiven 4 star 1 star cut mic pls improve mic facility product bout rockerz 400 perfect price rangeread more,4,0.8017,Positive
delivery time amazing audio quality good bass good design soft materials used not harm ears must buy music loversread more,5,0.9091,Positive
didnt good bass also connectivity problem road moving vehicle another one not clear sound recieve call listener cant hear clear voice not fully usable call moc no effectread more,4,-0.8649,Negative
i bought flipkart sale rs999 i must say worth price bass pretty cool sound quality awesomeworking perfectly bass superbyou might feel tight earsbut 23 daysits perfectread more,5,0.891,Positive
overall good product sound quality good battery backup excellent design could better could flexible microphone not good enough speak loudlyread more,3,0.8978,Positive
good headphones sound quality good love bass problem i cant use 2030 minutes headband really really tight big head earcups small doesnt cover whole ear thats hurtsbattery backup decent important thing i love plug aux cable headphone use like wired headphones whenever battery dead thats really cleverread more,5,0.8885,Positive
nice good product bass soooo powerful good battery pickup designread more,5,0.886,Positive
see if wanna buy product basis sound quality u use smartphone i suggest dont go itbecause laptop desktop pc sound output much better smartphone sound output clearly balanced laptop cant able balance soundbaseclarity properly price okey i think boat think k update sound clarity bassoverall average product not bad if u want averagread more,3,0.8873,Positive
superb bass lacks clearity better sony mdr n also not comfortable headphonessuitable small headsoverall good dealread more,4,0.8019,Positive
good one returned dont like headphones ears dont like started paining 40 minutes good product wayread more,5,0.5911,Positive
loved product amazing bass sound clarity friends also loved itread more,5,0.9545,Positive
for price range nice product but cons like headset bluetooth mode mic doesnt work properly speaker goodwhen using aux cable speaker mic working goodfor pubg game nice using aux cable bluetooth mode problem mic if u need play pubg bluetooth modeits not suitable but use hearing songs means go overall sound read more,4,0.8126,Positive
one good headphones price segment sound quality amazing good bass vocal quality also good main thing battery life superbly amazing ill recommend product youre budget 15k rs bang budgetread more,5,0.9432,Positive
un expected delivery ur site fast like lightning like ur site buy ur productread more,5,0.6124,Positive
excellent product worth price nice delivery flipkart also little bit tight ear excpt evrything nice brilliant product boat read more,5,0.9325,Positive
hi really im thankful flip cart im really satisfied good price thank flipcartread more,5,0.9144,Positive
fantastic super cool low budget best product thank flip kart thisread more,5,0.9371,Positive
honestly got headphones big billian sale 1000 rupees price point headset overkill comes wired bluetooth battery backup not big deal but battery backup nice deep bass nice sound overall mean worth ur money u get 1700 bad thing bluetooth version lower v21 suppose sound starts chopping headsets blocked ur palm u decide tread more,5,0.1406,Positive
best headphone seen good bass good built quality perfect soud etcread more,5,0.9287,Positive
super product brass awesome music lovers buy it worth pricei bought 1500read more,5,0.9231,Positive
superb productheadset little bit tight fit good product gives u different experience loved itread more,5,0.9207,Positive
good amount bass sound also k crispy nice build quality superb overall good deal yeah remember ear headphones not overear want ear ones not great deal especially massive ears may hurt little 15 20 minutes yeah melon heads sorry not youread more,5,0.8353,Positive
bluetooth speaker awesome sound quality good bass nice look built quality good love boatread more,5,0.9509,Positive
its one best bluetooth headphones available price the wired option makes even attractive the sound output equally good there two shortcomings the mic isnt good the headphones arent adjustable sideways hence tight starts paining 15 minutes overcoming issues make perfect 5 productread more,4,0.8623,Positive
giving 5 stars price range best headphones sound quality superb bass superb battery backup also good design disappoint buying look dont go sport purpose neckbands earphones better low budget probably best branded headphones market editing review using 1 year remains good bass sound quality awesome connread more,5,0.9818,Positive
very good headphones great sound quality excellent bass one thing i want mention i play pubg work earphones not micread more,5,0.932,Positive
bought 999 trust cant get anything better price tag sound good battery backup great though i felt uncomfortable longer durations still i love product 910 i would rateread more,5,0.8884,Positive
bought 900 sale period got 1000 payed phonepe got 100rs cash back about device super cool sound great bass awsum one thing hate cant adjust size fixed head big dont buy the way get folded carry handy cool charge gets low use aux jack continue entertainment short head size normal small go itread more,4,0.8625,Positive
its best one i never used game play purpose i used yesturday use game play online heat set sooo good best oneread more,5,0.9129,Positive
just worth awesome quality awesome design awesome bass totally worth itread more,5,0.9468,Positive
excellent product terms price sound quality looks many morebass amazing if bass lover must go itconnectivity also impressive last not least battery backup easily last long 78 hoursonly con comfort feels little bit tight ear timeif want best bluetooth headphone budget must go itread more,4,0.975,Positive
nice sound very compact light weight headphone not satisfied phone call sound not clear side this taken care ofread more,5,0.3578,Positive
shipment not packed properly inside box boat got torned requesting flipkart kindly improve packing techniques persent gift someone not good inner box torned offread more,5,0.7646,Positive
great sound quality best design built quality range i paid 1142 product best deal flipkartread more,5,0.926,Positive
awesome bass good sound makes unbeatable combination headphone best budget i bought rs 999 big billion day best deal anyone u r looking budget frndly headphone highly recommended go without thinking read more,5,0.9552,Positive
i olnly one word headphone ie incredible things far apart word beautiful grt worth buying offer ie 1299read more,5,0.7003,Positive
good product fit head long use headphone one might headache sound quality awesome bass also goodread more,5,0.8591,Positive
nice good sound quality cant adjust volume headphone aux mood headset adjust volume bluetooth mood headset niceread more,5,0.6908,Positive
overall good product boat delivered good bass good sound quality bass depends device equaliser output 35mm jack awesome bluetooth losing bass tune bass high downloading headphone equaliser playstore overall good value money product go itread more,4,0.9382,Positive
nice product i impressed headphone sound clear sweet bessread more,5,0.8885,Positive
nice happy boat awesome i love itread more,5,0.9413,Positive
its gud product i like boat headphone much great product sold flipcart good bass effect high volume quality productread more,5,0.8591,Positive
good product base quality not satisfied battery backup superb fast charging design good really feather like weightread more,5,0.8846,Positive
sound good not adjustable earyou feelpain covers whole ear tightlynot smoothlyafter purchasing still boxnot comfortable earread more,3,0.7351,Positive
its good head set good cost i using week its excellent sound quality good battery backup well overall good buyread more,5,0.9468,Positive
awesome product sound ok bass ok iam writting review using product 1 month pros 1 awesome sound bass 2 attractive design 3best battery backup even one time full charge use 2 3 days 4aux cable supported cons 1 not comfortable ear surely pain wear tharead more,4,0.8553,Positive
good product cheap price i buy 900 offersound quality good i guess bass little less expectedthey improve mic cause u received call u talking person not clear hear ur voice rest good choice music loverread more,4,0.8349,Positive
nice bease awesome colour well sound system gud i like thisread more,5,0.8885,Positive
not great sound i expected but fine price so tight ears could not feel comfortable longer useread more,3,-0.5423,Negative
good product 1 week one side headphone speaker not worked thanks flipkart refunded need replacement good productread more,3,0.5258,Positive
all i want get best bass ears i got boat thnaks boat whatever product boat sure give best bass ever loved itread more,5,0.9423,Positive
a good product range but i shall advice youre going buy headphone range better search offline youll definitely get good stuff this headphones sides attached press ear much hurts even cause headache its bluetooth calling poor neither recieve voice without problems voice audible personaux service better listening songs bluetooth shouldnread more,3,0.8716,Positive
get headphone price 1079and got 100 cashback paying phonepe hence effective price 979 im using headphone month initially not comfortable ears wearing 23 hrs ears always get started feeling painbut normal u feel comfortable ur wearing continuously 78 hrsnow come battery backup specified 8 hrs listening song proves right u use itafter wearing u not read more,4,0.6367,Positive
i really like product i think k best budget headset even better get salepeople say little tight initially however loosens use person finds earphones annoying cause fall probably wonderful option especially small head itll give perfect snug fit also awesome delivery flipkart i got 24 hrsif youre looks budget headset aweread more,4,0.969,Positive
the boat rockerz 400 masterpiece bass sound quality and thanx fit delivering product fast thanx it like icing cake read more,5,0.8442,Positive
best headphones class sound good clear battery backup goodonly problem mic not useful calland place mobile phone opposite side main speaker u not get clear soundread more,4,0.5283,Positive
awesome product much liked guys definitely try prize quality best satisfaction thank u flipkart family best one thanks hands worked reach product read more,5,0.9829,Positive
i write review 3 week purchasing headphones see review perfectly 1 good sound quality bass 1 good build quality 1 good bluetooth connectivity 35 mm jack 1 good battery backup charging time i see mostly revieread more,4,0.9413,Positive
superb battery owesm sound bass good design not fit younger tight head wearing 15 hour start headec head allover product good price i recommend budget read more,5,0.8831,Positive
love cause bass sound quality good love itread more,5,0.9062,Positive
